state,district,year,crop,session,area,production,yield,yield_num
6. Chhattisgarh,9. Dhamtari,2022 - 2023,Sunflower,Whole Year,4.00,4.00,1.00,1.0
6. Chhattisgarh,10. Durg,2020 - 2021,Banana,Whole Year,557.00,"6,750.00",12.12,12.12
6. Chhattisgarh,10. Durg,2020 - 2021,Dry chillies,Whole Year,35.00,25.00,0.71,0.71
6. Chhattisgarh,10. Durg,2020 - 2021,Ginger,Whole Year,45.00,68.00,1.51,1.51
6. Chhattisgarh,10. Durg,2020 - 2021,Turmeric,Whole Year,35.00,35.00,1.00,1.0
6. Chhattisgarh,10. Durg,2020 - 2021,Sugarcane,Whole Year,320.00,"5,320.00",16.63,16.63
6. Chhattisgarh,10. Durg,2020 - 2021,Onion,Whole Year,27.00,106.00,3.93,3.93
6. Chhattisgarh,10. Durg,2020 - 2021,Sweet potato,Whole Year,40.00,304.00,7.60,7.6
6. Chhattisgarh,10. Durg,2020 - 2021,Coriander,Whole Year,70.00,16.00,0.23,0.23
6. Chhattisgarh,10. Durg,2020 - 2021,Cotton(lint),Whole Year,982.00,"1,754.00",1.79,1.79
6. Chhattisgarh,10. Durg,2020 - 2021,Jowar,Whole Year,14.00,29.00,2.07,2.07
6. Chhattisgarh,10. Durg,2020 - 2021,Sunflower,Whole Year,5.00,5.00,1.00,1.0
6. Chhattisgarh,10. Durg,2021 - 2022,Banana,Whole Year,652.00,"10,212.00",15.66,15.66
6. Chhattisgarh,10. Durg,2021 - 2022,Dry chillies,Whole Year,141.00,105.00,0.74,0.74
6. Chhattisgarh,10. Durg,2021 - 2022,Ginger,Whole Year,36.00,60.00,1.67,1.67
6. Chhattisgarh,10. Durg,2021 - 2022,Turmeric,Whole Year,34.00,34.00,1.00,1.0
6. Chhattisgarh,10. Durg,2021 - 2022,Sugarcane,Whole Year,275.00,"2,980.00",10.84,10.84
6. Chhattisgarh,10. Durg,2021 - 2022,Onion,Whole Year,80.00,502.00,6.28,6.28
6. Chhattisgarh,10. Durg,2021 - 2022,Coriander,Whole Year,71.00,18.00,0.25,0.25
6. Chhattisgarh,10. Durg,2021 - 2022,Cotton(lint),Whole Year,982.00,"1,461.00",1.49,1.49
6. Chhattisgarh,10. Durg,2021 - 2022,Jowar,Whole Year,85.00,98.00,1.15,1.15
6. Chhattisgarh,10. Durg,2021 - 2022,Sunflower,Whole Year,5.00,6.00,1.20,1.2
6. Chhattisgarh,10. Durg,2022 - 2023,Banana,Whole Year,591.00,"15,819.00",26.77,26.77
6. Chhattisgarh,10. Durg,2022 - 2023,Dry chillies,Whole Year,26.00,24.00,0.92,0.92
6. Chhattisgarh,10. Durg,2022 - 2023,Ginger,Whole Year,3.00,4.00,1.33,1.33
6. Chhattisgarh,10. Durg,2022 - 2023,Turmeric,Whole Year,29.00,32.00,1.10,1.1
6. Chhattisgarh,10. Durg,2022 - 2023,Sugarcane,Whole Year,305.00,509.00,1.67,1.67
6. Chhattisgarh,10. Durg,2022 - 2023,Onion,Whole Year,3.00,20.00,6.67,6.67
6. Chhattisgarh,10. Durg,2022 - 2023,Sweet potato,Whole Year,20.00,180.00,9.00,9.0
6. Chhattisgarh,10. Durg,2022 - 2023,Coriander,Whole Year,63.00,17.00,0.27,0.27
6. Chhattisgarh,10. Durg,2022 - 2023,Cotton(lint),Whole Year,"2,375.00","1,651.00",0.70,0.7
6. Chhattisgarh,10. Durg,2022 - 2023,Jowar,Whole Year,21.00,42.00,2.00,2.0
6. Chhattisgarh,10. Durg,2022 - 2023,Sunflower,Whole Year,309.00,346.00,1.12,1.12
6. Chhattisgarh,11. Gariyaband,2020 - 2021,Banana,Whole Year,31.00,0.00,0.00,0.0
6. Chhattisgarh,11. Gariyaband,2020 - 2021,Dry chillies,Whole Year,9.00,29.00,3.22,3.22
6. Chhattisgarh,11. Gariyaband,2020 - 2021,Ginger,Whole Year,2.00,4.00,2.00,2.0
6. Chhattisgarh,11. Gariyaband,2020 - 2021,Turmeric,Whole Year,3.00,8.00,2.67,2.67
6. Chhattisgarh,11. Gariyaband,2020 - 2021,Sugarcane,Whole Year,40.00,850.00,21.25,21.25
6. Chhattisgarh,11. Gariyaband,2020 - 2021,Onion,Whole Year,21.00,136.00,6.48,6.48
6. Chhattisgarh,11. Gariyaband,2020 - 2021,Sweet potato,Whole Year,4.00,29.00,7.25,7.25
6. Chhattisgarh,11. Gariyaband,2020 - 2021,Coriander,Whole Year,9.00,5.00,0.56,0.56
6. Chhattisgarh,11. Gariyaband,2020 - 2021,Garlic,Whole Year,1.00,4.00,4.00,4.0
6. Chhattisgarh,11. Gariyaband,2020 - 2021,Cotton(lint),Whole Year,2.00,6.00,3.00,3.0
6. Chhattisgarh,11. Gariyaband,2020 - 2021,Jowar,Whole Year,1.00,0.00,0.00,0.0
6. Chhattisgarh,11. Gariyaband,2020 - 2021,Sunflower,Whole Year,15.00,10.00,0.67,0.67
6. Chhattisgarh,11. Gariyaband,2021 - 2022,Banana,Whole Year,41.00,482.00,11.76,11.76
6. Chhattisgarh,11. Gariyaband,2021 - 2022,Dry chillies,Whole Year,18.00,29.00,1.61,1.61
6. Chhattisgarh,11. Gariyaband,2021 - 2022,Ginger,Whole Year,1.00,2.00,2.00,2.0
6. Chhattisgarh,11. Gariyaband,2021 - 2022,Turmeric,Whole Year,4.00,10.00,2.50,2.5
6. Chhattisgarh,11. Gariyaband,2021 - 2022,Sugarcane,Whole Year,27.00,790.00,29.26,29.26
6. Chhattisgarh,11. Gariyaband,2021 - 2022,Onion,Whole Year,7.00,50.00,7.14,7.14
6. Chhattisgarh,11. Gariyaband,2021 - 2022,Sweet potato,Whole Year,5.00,0.00,0.00,0.0
6. Chhattisgarh,11. Gariyaband,2021 - 2022,Coriander,Whole Year,2.00,1.00,0.50,0.5
6. Chhattisgarh,11. Gariyaband,2021 - 2022,Cotton(lint),Whole Year,3.00,1.00,0.33,0.33
6. Chhattisgarh,11. Gariyaband,2021 - 2022,Jowar,Whole Year,2.00,0.00,0.00,0.0
6. Chhattisgarh,11. Gariyaband,2022 - 2023,Banana,Whole Year,19.00,788.00,41.47,41.47
6. Chhattisgarh,11. Gariyaband,2022 - 2023,Dry chillies,Whole Year,27.00,18.00,0.67,0.67
6. Chhattisgarh,11. Gariyaband,2022 - 2023,Ginger,Whole Year,1.00,2.00,2.00,2.0
6. Chhattisgarh,11. Gariyaband,2022 - 2023,Turmeric,Whole Year,9.00,18.00,2.00,2.0
6. Chhattisgarh,11. Gariyaband,2022 - 2023,Sugarcane,Whole Year,24.00,21.00,0.88,0.88
6. Chhattisgarh,11. Gariyaband,2022 - 2023,Onion,Whole Year,39.00,350.00,8.97,8.97
6. Chhattisgarh,11. Gariyaband,2022 - 2023,Sweet potato,Whole Year,3.00,17.00,5.67,5.67
6. Chhattisgarh,11. Gariyaband,2022 - 2023,Tobacco,Whole Year,2.00,2.00,1.00,1.0
6. Chhattisgarh,11. Gariyaband,2022 - 2023,Coriander,Whole Year,9.00,9.00,1.00,1.0
6. Chhattisgarh,11. Gariyaband,2022 - 2023,Cotton(lint),Whole Year,6.00,3.00,0.50,0.5
6. Chhattisgarh,11. Gariyaband,2022 - 2023,Jowar,Whole Year,3.00,0.00,0.00,0.0
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2020 - 2021,Banana,Whole Year,2.00,47.00,23.50,23.5
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2020 - 2021,Dry chillies,Whole Year,14.00,6.00,0.43,0.43
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2020 - 2021,Ginger,Whole Year,2.00,3.00,1.50,1.5
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2020 - 2021,Turmeric,Whole Year,1.00,1.00,1.00,1.0
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2020 - 2021,Sugarcane,Whole Year,4.00,30.00,7.50,7.5
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2020 - 2021,Onion,Whole Year,33.00,196.00,5.94,5.94
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2020 - 2021,Sweet potato,Whole Year,5.00,32.00,6.40,6.4
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2020 - 2021,Garlic,Whole Year,2.00,10.00,5.00,5.0
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2020 - 2021,Jowar,Whole Year,14.00,22.00,1.57,1.57
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2020 - 2021,Sunflower,Whole Year,1.00,1.00,1.00,1.0
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2021 - 2022,Dry chillies,Whole Year,19.00,10.00,0.53,0.53
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2021 - 2022,Ginger,Whole Year,6.00,11.00,1.83,1.83
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2021 - 2022,Sugarcane,Whole Year,3.00,0.00,0.00,0.0
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2021 - 2022,Onion,Whole Year,34.00,262.00,7.71,7.71
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2021 - 2022,Sweet potato,Whole Year,17.00,111.00,6.53,6.53
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2021 - 2022,Coriander,Whole Year,2.00,1.00,0.50,0.5
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2021 - 2022,Garlic,Whole Year,1.00,4.00,4.00,4.0
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2021 - 2022,Jowar,Whole Year,4.00,3.00,0.75,0.75
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2022 - 2023,Dry chillies,Whole Year,15.00,8.00,0.53,0.53
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2022 - 2023,Ginger,Whole Year,4.00,5.00,1.25,1.25
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2022 - 2023,Onion,Whole Year,12.00,115.00,9.58,9.58
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2022 - 2023,Sweet potato,Whole Year,10.00,63.00,6.30,6.3
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2022 - 2023,Coriander,Whole Year,16.00,5.00,0.31,0.31
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2022 - 2023,Garlic,Whole Year,1.00,4.00,4.00,4.0
6. Chhattisgarh,12. Gaurella-pendra-marwahi,2022 - 2023,Jowar,Whole Year,3.00,4.00,1.33,1.33
6. Chhattisgarh,13. Janjgir-champa,2020 - 2021,Banana,Whole Year,2.00,0.00,0.00,0.0
6. Chhattisgarh,13. Janjgir-champa,2020 - 2021,Dry chillies,Whole Year,104.00,66.00,0.63,0.63
6. Chhattisgarh,13. Janjgir-champa,2020 - 2021,Ginger,Whole Year,2.00,4.00,2.00,2.0
6. Chhattisgarh,13. Janjgir-champa,2020 - 2021,Turmeric,Whole Year,5.00,5.00,1.00,1.0
6. Chhattisgarh,13. Janjgir-champa,2020 - 2021,Sugarcane,Whole Year,10.00,250.00,25.00,25.0
6. Chhattisgarh,13. Janjgir-champa,2020 - 2021,Onion,Whole Year,224.00,"1,334.00",5.96,5.96
6. Chhattisgarh,13. Janjgir-champa,2020 - 2021,Sweet potato,Whole Year,17.00,129.00,7.59,7.59
6. Chhattisgarh,13. Janjgir-champa,2020 - 2021,Coriander,Whole Year,7.00,2.00,0.29,0.29
6. Chhattisgarh,13. Janjgir-champa,2020 - 2021,Garlic,Whole Year,4.00,14.00,3.50,3.5
6. Chhattisgarh,13. Janjgir-champa,2020 - 2021,Sunflower,Whole Year,161.00,100.00,0.62,0.62
6. Chhattisgarh,13. Janjgir-champa,2021 - 2022,Banana,Whole Year,1.00,0.00,0.00,0.0
6. Chhattisgarh,13. Janjgir-champa,2021 - 2022,Dry chillies,Whole Year,80.00,49.00,0.61,0.61
6. Chhattisgarh,13. Janjgir-champa,2021 - 2022,Ginger,Whole Year,1.00,2.00,2.00,2.0
6. Chhattisgarh,13. Janjgir-champa,2021 - 2022,Turmeric,Whole Year,6.00,5.00,0.83,0.83
6. Chhattisgarh,13. Janjgir-champa,2021 - 2022,Sugarcane,Whole Year,18.00,190.00,10.56,10.56
6. Chhattisgarh,13. Janjgir-champa,2021 - 2022,Onion,Whole Year,191.00,"1,472.00",7.71,7.71
6. Chhattisgarh,13. Janjgir-champa,2021 - 2022,Sweet potato,Whole Year,4.00,30.00,7.50,7.5
6. Chhattisgarh,13. Janjgir-champa,2021 - 2022,Coriander,Whole Year,5.00,2.00,0.40,0.4
6. Chhattisgarh,13. Janjgir-champa,2021 - 2022,Garlic,Whole Year,4.00,15.00,3.75,3.75
6. Chhattisgarh,13. Janjgir-champa,2021 - 2022,Sunflower,Whole Year,164.00,102.00,0.62,0.62
6. Chhattisgarh,13. Janjgir-champa,2022 - 2023,Dry chillies,Whole Year,5.00,4.00,0.80,0.8
6. Chhattisgarh,13. Janjgir-champa,2022 - 2023,Sugarcane,Whole Year,15.00,9.00,0.60,0.6
6. Chhattisgarh,13. Janjgir-champa,2022 - 2023,Onion,Whole Year,55.00,547.00,9.95,9.95
6. Chhattisgarh,13. Janjgir-champa,2022 - 2023,Coriander,Whole Year,3.00,1.00,0.33,0.33
6. Chhattisgarh,14. Jashpur,2020 - 2021,Banana,Whole Year,8.00,0.00,0.00,0.0
6. Chhattisgarh,14. Jashpur,2020 - 2021,Dry chillies,Whole Year,555.00,270.00,0.49,0.49
6. Chhattisgarh,14. Jashpur,2020 - 2021,Ginger,Whole Year,22.00,27.00,1.23,1.23
6. Chhattisgarh,14. Jashpur,2020 - 2021,Turmeric,Whole Year,90.00,70.00,0.78,0.78
6. Chhattisgarh,14. Jashpur,2020 - 2021,Sugarcane,Whole Year,109.00,"2,470.00",22.66,22.66
6. Chhattisgarh,14. Jashpur,2020 - 2021,Onion,Whole Year,456.00,"3,374.00",7.40,7.4
6. Chhattisgarh,14. Jashpur,2020 - 2021,Sweet potato,Whole Year,317.00,"1,833.00",5.78,5.78
6. Chhattisgarh,14. Jashpur,2020 - 2021,Coriander,Whole Year,50.00,11.00,0.22,0.22
6. Chhattisgarh,14. Jashpur,2020 - 2021,Garlic,Whole Year,180.00,502.00,2.79,2.79
6. Chhattisgarh,14. Jashpur,2020 - 2021,Jowar,Whole Year,47.00,73.00,1.55,1.55
6. Chhattisgarh,14. Jashpur,2021 - 2022,Banana,Whole Year,10.00,218.00,21.80,21.8
6. Chhattisgarh,14. Jashpur,2021 - 2022,Dry chillies,Whole Year,573.00,345.00,0.60,0.6
6. Chhattisgarh,14. Jashpur,2021 - 2022,Ginger,Whole Year,25.00,30.00,1.20,1.2
6. Chhattisgarh,14. Jashpur,2021 - 2022,Turmeric,Whole Year,89.00,68.00,0.76,0.76
6. Chhattisgarh,14. Jashpur,2021 - 2022,Sugarcane,Whole Year,93.00,"2,820.00",30.32,30.32
6. Chhattisgarh,14. Jashpur,2021 - 2022,Onion,Whole Year,465.00,"4,453.00",9.58,9.58
6. Chhattisgarh,14. Jashpur,2021 - 2022,Sweet potato,Whole Year,303.00,"1,753.80",5.79,5.79
6. Chhattisgarh,14. Jashpur,2021 - 2022,Coriander,Whole Year,46.00,10.00,0.22,0.22
6. Chhattisgarh,14. Jashpur,2021 - 2022,Garlic,Whole Year,189.00,528.00,2.79,2.79
6. Chhattisgarh,14. Jashpur,2021 - 2022,Jowar,Whole Year,15.00,12.00,0.80,0.8
6. Chhattisgarh,14. Jashpur,2022 - 2023,Banana,Whole Year,8.00,32.00,4.00,4.0
6. Chhattisgarh,14. Jashpur,2022 - 2023,Dry chillies,Whole Year,561.00,380.00,0.68,0.68
6. Chhattisgarh,14. Jashpur,2022 - 2023,Ginger,Whole Year,29.00,36.00,1.24,1.24
6. Chhattisgarh,14. Jashpur,2022 - 2023,Turmeric,Whole Year,63.00,103.00,1.63,1.63
6. Chhattisgarh,14. Jashpur,2022 - 2023,Sugarcane,Whole Year,74.00,224.00,3.03,3.03
6. Chhattisgarh,14. Jashpur,2022 - 2023,Onion,Whole Year,484.00,"5,783.00",11.95,11.95
6. Chhattisgarh,14. Jashpur,2022 - 2023,Sweet potato,Whole Year,236.00,"1,365.00",5.78,5.78
6. Chhattisgarh,14. Jashpur,2022 - 2023,Coriander,Whole Year,46.00,10.00,0.22,0.22
6. Chhattisgarh,14. Jashpur,2022 - 2023,Garlic,Whole Year,188.00,525.00,2.79,2.79
6. Chhattisgarh,14. Jashpur,2022 - 2023,Jowar,Whole Year,43.00,62.00,1.44,1.44
6. Chhattisgarh,15. Kabirdham,2020 - 2021,Banana,Whole Year,188.00,"4,291.00",22.82,22.82
6. Chhattisgarh,15. Kabirdham,2020 - 2021,Dry chillies,Whole Year,41.00,21.00,0.51,0.51
6. Chhattisgarh,15. Kabirdham,2020 - 2021,Ginger,Whole Year,7.00,11.00,1.57,1.57
6. Chhattisgarh,15. Kabirdham,2020 - 2021,Sugarcane,Whole Year,"18,061.00","429,370.00",23.77,23.77
6. Chhattisgarh,15. Kabirdham,2020 - 2021,Onion,Whole Year,99.00,479.00,4.84,4.84
6. Chhattisgarh,15. Kabirdham,2020 - 2021,Coriander,Whole Year,15.00,5.00,0.33,0.33
6. Chhattisgarh,15. Kabirdham,2020 - 2021,Jowar,Whole Year,62.00,194.00,3.13,3.13
6. Chhattisgarh,15. Kabirdham,2021 - 2022,Banana,Whole Year,176.00,"2,156.00",12.25,12.25
6. Chhattisgarh,15. Kabirdham,2021 - 2022,Dry chillies,Whole Year,96.00,65.00,0.68,0.68
6. Chhattisgarh,15. Kabirdham,2021 - 2022,Sugarcane,Whole Year,"22,821.00","412,010.00",18.05,18.05
6. Chhattisgarh,15. Kabirdham,2021 - 2022,Onion,Whole Year,196.00,"1,225.00",6.25,6.25
6. Chhattisgarh,15. Kabirdham,2021 - 2022,Coriander,Whole Year,15.00,4.00,0.27,0.27
6. Chhattisgarh,15. Kabirdham,2021 - 2022,Jowar,Whole Year,42.00,76.00,1.81,1.81
6. Chhattisgarh,15. Kabirdham,2022 - 2023,Banana,Whole Year,231.00,"4,992.00",21.61,21.61
6. Chhattisgarh,15. Kabirdham,2022 - 2023,Dry chillies,Whole Year,9.00,6.00,0.67,0.67
6. Chhattisgarh,15. Kabirdham,2022 - 2023,Sugarcane,Whole Year,"28,107.00","128,941.00",4.59,4.59
6. Chhattisgarh,15. Kabirdham,2022 - 2023,Onion,Whole Year,106.00,828.00,7.81,7.81
6. Chhattisgarh,15. Kabirdham,2022 - 2023,Coriander,Whole Year,17.00,5.00,0.29,0.29
6. Chhattisgarh,15. Kabirdham,2022 - 2023,Jowar,Whole Year,39.00,130.00,3.33,3.33
6. Chhattisgarh,16. Kanker,2020 - 2021,Banana,Whole Year,9.00,311.00,34.56,34.56
6. Chhattisgarh,16. Kanker,2020 - 2021,Dry chillies,Whole Year,34.00,13.00,0.38,0.38
6. Chhattisgarh,16. Kanker,2020 - 2021,Turmeric,Whole Year,6.00,3.00,0.50,0.5
6. Chhattisgarh,16. Kanker,2020 - 2021,Sugarcane,Whole Year,7.00,80.00,11.43,11.43
6. Chhattisgarh,16. Kanker,2020 - 2021,Onion,Whole Year,6.00,25.00,4.17,4.17
6. Chhattisgarh,16. Kanker,2020 - 2021,Sweet potato,Whole Year,25.00,146.00,5.84,5.84
6. Chhattisgarh,16. Kanker,2020 - 2021,Coriander,Whole Year,30.00,10.00,0.33,0.33
6. Chhattisgarh,16. Kanker,2020 - 2021,Jowar,Whole Year,10.00,15.00,1.50,1.5
6. Chhattisgarh,16. Kanker,2020 - 2021,Sunflower,Whole Year,3.00,2.00,0.67,0.67
6. Chhattisgarh,16. Kanker,2020 - 2021,Cashewnut,Whole Year,10.00,0.00,0.00,0.0
6. Chhattisgarh,16. Kanker,2021 - 2022,Banana,Whole Year,19.00,77.00,4.05,4.05
6. Chhattisgarh,16. Kanker,2021 - 2022,Dry chillies,Whole Year,18.00,8.00,0.44,0.44
6. Chhattisgarh,16. Kanker,2021 - 2022,Ginger,Whole Year,1.00,2.00,2.00,2.0
6. Chhattisgarh,16. Kanker,2021 - 2022,Turmeric,Whole Year,2.00,1.00,0.50,0.5
6. Chhattisgarh,16. Kanker,2021 - 2022,Sugarcane,Whole Year,17.00,0.00,0.00,0.0
6. Chhattisgarh,16. Kanker,2021 - 2022,Onion,Whole Year,5.00,27.00,5.40,5.4
6. Chhattisgarh,16. Kanker,2021 - 2022,Sweet potato,Whole Year,12.00,68.00,5.67,5.67
6. Chhattisgarh,16. Kanker,2021 - 2022,Coriander,Whole Year,14.00,4.00,0.29,0.29
6. Chhattisgarh,16. Kanker,2021 - 2022,Jowar,Whole Year,11.00,10.00,0.91,0.91
6. Chhattisgarh,16. Kanker,2021 - 2022,Sunflower,Whole Year,4.00,3.00,0.75,0.75
6. Chhattisgarh,16. Kanker,2021 - 2022,Cashewnut,Whole Year,6.00,0.00,0.00,0.0
6. Chhattisgarh,16. Kanker,2022 - 2023,Banana,Whole Year,10.00,0.00,0.00,0.0
6. Chhattisgarh,16. Kanker,2022 - 2023,Dry chillies,Whole Year,17.00,9.00,0.53,0.53
6. Chhattisgarh,16. Kanker,2022 - 2023,Turmeric,Whole Year,5.00,6.00,1.20,1.2
6. Chhattisgarh,16. Kanker,2022 - 2023,Sugarcane,Whole Year,32.00,12.00,0.38,0.38
6. Chhattisgarh,16. Kanker,2022 - 2023,Onion,Whole Year,5.00,33.00,6.60,6.6
6. Chhattisgarh,16. Kanker,2022 - 2023,Sweet potato,Whole Year,6.00,34.00,5.67,5.67
6. Chhattisgarh,16. Kanker,2022 - 2023,Coriander,Whole Year,11.00,3.00,0.27,0.27
6. Chhattisgarh,16. Kanker,2022 - 2023,Jowar,Whole Year,9.00,15.00,1.67,1.67
6. Chhattisgarh,16. Kanker,2022 - 2023,Sunflower,Whole Year,1.00,1.00,1.00,1.0
6. Chhattisgarh,17. Khairgarh chhuikhadan gandai,2022 - 2023,Banana,Whole Year,70.00,"1,024.00",14.63,14.63
6. Chhattisgarh,17. Khairgarh chhuikhadan gandai,2022 - 2023,Dry chillies,Whole Year,20.00,18.00,0.90,0.9
6. Chhattisgarh,17. Khairgarh chhuikhadan gandai,2022 - 2023,Turmeric,Whole Year,5.00,5.00,1.00,1.0
6. Chhattisgarh,17. Khairgarh chhuikhadan gandai,2022 - 2023,Sugarcane,Whole Year,70.00,177.00,2.53,2.53
6. Chhattisgarh,17. Khairgarh chhuikhadan gandai,2022 - 2023,Onion,Whole Year,38.00,255.00,6.71,6.71
6. Chhattisgarh,17. Khairgarh chhuikhadan gandai,2022 - 2023,Sweet potato,Whole Year,2.00,13.00,6.50,6.5
6. Chhattisgarh,17. Khairgarh chhuikhadan gandai,2022 - 2023,Coriander,Whole Year,4.00,1.00,0.25,0.25
6. Chhattisgarh,17. Khairgarh chhuikhadan gandai,2022 - 2023,Garlic,Whole Year,2.00,8.00,4.00,4.0
6. Chhattisgarh,17. Khairgarh chhuikhadan gandai,2022 - 2023,Cotton(lint),Whole Year,"1,330.00",481.00,0.36,0.36
6. Chhattisgarh,17. Khairgarh chhuikhadan gandai,2022 - 2023,Jowar,Whole Year,7.00,0.00,0.00,0.0
6. Chhattisgarh,17. Khairgarh chhuikhadan gandai,2022 - 2023,Sunflower,Whole Year,1.00,1.00,1.00,1.0
6. Chhattisgarh,18. Kondagaon,2020 - 2021,Banana,Whole Year,19.00,320.00,16.84,16.84
6. Chhattisgarh,18. Kondagaon,2020 - 2021,Coconut,Whole Year,34.00,0.00,0.00,0.0
6. Chhattisgarh,18. Kondagaon,2020 - 2021,Dry chillies,Whole Year,142.00,72.00,0.51,0.51
6. Chhattisgarh,18. Kondagaon,2020 - 2021,Ginger,Whole Year,34.00,43.00,1.26,1.26
6. Chhattisgarh,18. Kondagaon,2020 - 2021,Turmeric,Whole Year,27.00,40.00,1.48,1.48
6. Chhattisgarh,18. Kondagaon,2020 - 2021,Sugarcane,Whole Year,9.00,100.00,11.11,11.11
6. Chhattisgarh,18. Kondagaon,2020 - 2021,Onion,Whole Year,39.00,174.00,4.46,4.46
6. Chhattisgarh,18. Kondagaon,2020 - 2021,Sweet potato,Whole Year,82.00,741.00,9.04,9.04
6. Chhattisgarh,18. Kondagaon,2020 - 2021,Coriander,Whole Year,5.00,1.00,0.20,0.2
6. Chhattisgarh,18. Kondagaon,2020 - 2021,Jowar,Whole Year,31.00,45.00,1.45,1.45
6. Chhattisgarh,18. Kondagaon,2020 - 2021,Sunflower,Whole Year,28.00,15.00,0.54,0.54
6. Chhattisgarh,18. Kondagaon,2021 - 2022,Banana,Whole Year,20.00,400.00,20.00,20.0
6. Chhattisgarh,18. Kondagaon,2021 - 2022,Coconut,Whole Year,34.00,0.00,0.00,0.0
6. Chhattisgarh,18. Kondagaon,2021 - 2022,Dry chillies,Whole Year,251.00,149.00,0.59,0.59
6. Chhattisgarh,18. Kondagaon,2021 - 2022,Ginger,Whole Year,35.00,41.00,1.17,1.17
6. Chhattisgarh,18. Kondagaon,2021 - 2022,Turmeric,Whole Year,22.00,33.00,1.50,1.5
6. Chhattisgarh,18. Kondagaon,2021 - 2022,Sugarcane,Whole Year,10.00,"1,800.00",180.00,180.0
6. Chhattisgarh,18. Kondagaon,2021 - 2022,Onion,Whole Year,15.00,87.00,5.80,5.8
6. Chhattisgarh,18. Kondagaon,2021 - 2022,Sweet potato,Whole Year,84.00,756.00,9.00,9.0
6. Chhattisgarh,18. Kondagaon,2021 - 2022,Coriander,Whole Year,14.00,5.00,0.36,0.36
6. Chhattisgarh,18. Kondagaon,2021 - 2022,Jowar,Whole Year,17.00,18.00,1.06,1.06
6. Chhattisgarh,18. Kondagaon,2021 - 2022,Sunflower,Whole Year,56.00,19.00,0.34,0.34
6. Chhattisgarh,18. Kondagaon,2022 - 2023,Banana,Whole Year,17.00,359.00,21.12,21.12
6. Chhattisgarh,18. Kondagaon,2022 - 2023,Dry chillies,Whole Year,254.00,169.00,0.67,0.67
6. Chhattisgarh,18. Kondagaon,2022 - 2023,Ginger,Whole Year,35.00,40.00,1.14,1.14
6. Chhattisgarh,18. Kondagaon,2022 - 2023,Turmeric,Whole Year,23.00,34.00,1.48,1.48
6. Chhattisgarh,18. Kondagaon,2022 - 2023,Sugarcane,Whole Year,6.00,9.00,1.50,1.5
6. Chhattisgarh,18. Kondagaon,2022 - 2023,Onion,Whole Year,5.00,36.00,7.20,7.2
6. Chhattisgarh,18. Kondagaon,2022 - 2023,Sweet potato,Whole Year,77.00,696.00,9.04,9.04
6. Chhattisgarh,18. Kondagaon,2022 - 2023,Coriander,Whole Year,15.00,4.00,0.27,0.27
6. Chhattisgarh,18. Kondagaon,2022 - 2023,Jowar,Whole Year,13.00,26.00,2.00,2.0
6. Chhattisgarh,18. Kondagaon,2022 - 2023,Sunflower,Whole Year,48.00,24.00,0.50,0.5
6. Chhattisgarh,19. Korba,2020 - 2021,Dry chillies,Whole Year,61.00,28.00,0.46,0.46
6. Chhattisgarh,19. Korba,2020 - 2021,Turmeric,Whole Year,3.00,3.00,1.00,1.0
6. Chhattisgarh,19. Korba,2020 - 2021,Onion,Whole Year,80.00,477.00,5.96,5.96
6. Chhattisgarh,19. Korba,2020 - 2021,Sweet potato,Whole Year,9.00,58.00,6.44,6.44
6. Chhattisgarh,19. Korba,2020 - 2021,Coriander,Whole Year,14.00,4.00,0.29,0.29
6. Chhattisgarh,19. Korba,2020 - 2021,Garlic,Whole Year,8.00,29.00,3.63,3.63
6. Chhattisgarh,19. Korba,2020 - 2021,Jowar,Whole Year,36.00,46.00,1.28,1.28
6. Chhattisgarh,19. Korba,2020 - 2021,Sunflower,Whole Year,12.00,7.00,0.58,0.58
6. Chhattisgarh,19. Korba,2021 - 2022,Dry chillies,Whole Year,45.00,23.00,0.51,0.51
